,id,primary_name,prefix,name,public_references,collection_date
10345,7410,Instituto de Treinamento e Pesquisa em Gestalt Terapia,10.18065,Instituto de Treinamento e Pesquisa em Gestalt Terapia,False,20211223
10347,7411,Ideggyogyaszati Szemle Journal,10.18071,Ideggyogyaszati Szemle Journal,False,20211223
10349,7412,The Ohio State University Libraries,10.18061,The Ohio State University Libraries,False,20211223
10350,7412,The Ohio State University Libraries,10.26818,OSU Press,False,20211223
10352,7413,UNIVAP Universidade de Vale do Paraiba,10.18066,UNIVAP Universidade de Vale do Paraiba,False,20211223
10354,7414,The Association of Japanology in East Asia,10.18075,The Association of Japanology in East Asia,False,20211223
10356,7415,"Institute of Chinese Studies, Hankuk University of Foreign Studies",10.18077,"Institute of Chinese Studies, Hankuk University of Foreign Studies",False,20211223
10358,7416,Instituto Federal do Amapa,10.18067,Instituto Federal do Amapa,False,20211223
10360,7417,Cankiri Karatekin Universitesi Iktisadi ve Idari Bilimler Fakultesi Dergisi,10.18074,Cankiri Karatekin Universitesi Iktisadi ve Idari Bilimler Fakultesi Dergisi,False,20211223
10362,7418,Pan American Journal of Medical Thermology,10.18073,Pan American Journal of Medical Thermology,False,20211223
10364,7419,American Studies Institute,10.18078,American Studies Institute,False,20211223
10366,7420,Associacao Convergir Sustentavel,10.18068,Associacao Convergir Sustentavel,False,20211223
10368,7422,Erciyes University Journal of Faculty of Economics and Administrative Sciences,10.18070,Erciyes University Journal of Faculty of Economics and Administrative Sciences,False,20211223
10370,7423,Firat Universitesi Sosyal Bilimler Dergisi,10.18069,Firat Universitesi Sosyal Bilimler Dergisi,False,20211223
10372,7424,Korea Intelligent Information Systems Society,10.18076,Korea Intelligent Information System Society,False,20211223
10374,7425,BM-Publisher American Journal of BioMedicine,10.18081,BM-Publisher,False,20211223
10376,7426,Selcuk Iletisim,10.18094,Selcuk Iletisim,False,20211223
10378,7427,French Sciences Publishing Group,10.18088,French Sciences Publishing Group,False,20211223
10380,7428,International Journal of Economics and Administrative Studies,10.18092,International Journal of Economics and Administrative Studies,False,20211223
10382,7429,International Solar Energy Society (ISES),10.18086,International Solar Energy Society (ISES),False,20211223
10384,7430,SMS Institute of Technology,10.18090,SMS Institute of Technology,False,20211223
10386,7431,Scientific and Practical Reviewed Journal Pulmonology,10.18093,Scientific and Practical Reviewed Journal Pulmonology,False,20211223
10388,7432,International Academy of Science and Higher Education,10.18007,International Academy of Science and Higher Education,False,20211223
10390,7433,Forensicwayout,10.18099,Forensicwayout,True,20211223
10392,7434,"The Association of Baccalaureate Social Work Program Directors, Inc.",10.18084,"The Association of Baccalaureate Social Work Program Directors, Inc.",False,20211223
10394,7435,Modern English Society,10.18095,Modern English Society,False,20211223
10396,7436,"Theory, Methodology, Practice",10.18096,"Theory, Methodology, Practice",False,20211223
10398,7437,IOS Press,10.3233,IOS Press,True,20211223
10400,7438,"International Journal of Applied Mathematics, Electronics and Computers",10.18100,"International Journal of Applied Mathematics, Electronics and Computers",False,20211223
10402,7439,Laeknabladid/The Icelandic Medical Journal,10.17992,Laeknabladid/The Icelandic Medical Journal,True,20211223
10404,7440,Buryat State University,10.18101,Buryat State University,False,20211223
10406,7441,Society of Pansori,10.18102,Society of Pansori,False,20211223
10408,7442,APO Society of Specialists in Heart Failure,10.18087,APO Society of Specialists in Heart Failure,False,20211223
10410,7443,Institute of Biochemistry,10.18097,Institute of Biomedical Chemistry,False,20211223
10412,7444,Journal of Contemporary Medicine and Dentistry,10.18049,Journal of Contemporary Medicine and Dentistry,False,20211223
10414,7445,Telecommunications Association Inc.,10.18080,Telecommunications Association Inc.,False,20211223
10416,7446,SciPress Ltd,10.18052,SciPress Ltd.,True,20211223
10418,7447,University of Leon,10.18002,University of Leon,False,20211223
10420,7448,The Society of Korean Photography,10.18106,The Society of Korean Photography,False,20211223
10422,7449,Institute of Global Affairs,10.18107,Institute of Global Affairs,False,20211223
10424,7450,Korean Academy of International Commerce,10.18104,Korean Academy of Industrial Commerce,False,20211223
10426,7451,"Corporation Universidad de la Costa, CUC",10.17981,Corporacion Universidad de la Costa - CUC,False,20211223
10428,7452,Zaporozhye State Medical University,10.14739,Zaporozhye State Medical University,False,20211223
10430,7453,The Korean Linguistic Society,10.18110,The Korean Linguistic Association,False,20211223
10432,7454,The Society for History of Education,10.18105,The Society for History of Education,False,20211223
10434,7455,Korean Society for Engineering Education,10.18108,Korean Society for Engineering Education,False,20211223
10436,7456,Sociedade Unificada de Ensino Augusto Motta -UNISUAM,10.15202,Sociedade Unificada de Ensino Augusto Motta -UNISUAM,False,20211223
10438,7457,Institute for EU Studies,10.18109,Institute for EU Studies,False,20211223
10440,7458,Faculty of Agrobiotechnical Sciences Osijek,10.18047,Faculty of Agrobiotechnical Sciences Osijek,False,20211223
10442,7459,Universa Medicina,10.18051,Universa Medicina,False,20211223
10444,7460,Centro de Estudios Politicos y Constitucionales,10.18042,Centro de Estudios Politicos y Constitucionales,False,20211223
10446,7461,Universidad Icesi,10.18046,Universidad Icesi,True,20211223
10448,7462,"University of Rijeka, Faculty of Economics",10.18045,"University of Rijeka, Faculty of Economics",False,20211223
10450,7463,State University of Malang (UM),10.17977,State University of Malang (UM),False,20211223
10452,7465,Whioce Publishing Pte Ltd,10.18063,Whioce Publishing Pte Ltd.,False,20211223
10454,7466,Ege Egitim Dergisi,10.12984,Ege Egitim Dergisi,False,20211223
10456,7467,Sociedad Espanola de Patologia Dual (SEPD),10.17579,Sociedad Espanola de Patologia Dual (SEPD),False,20211223
10458,7468,ANGRAD,10.13058,ANGRAD,False,20211223
10460,7469,Association of Test Publishers (ATP),10.15573,Association of Test Publishers,False,20211223
10462,7470,Religious Studies,10.15745,Religious Studies,False,20211223
10464,7471,The Center for Asia and Diaspora,10.15519,The Center for Asia and Diaspora,False,20211223
10466,7472,Medinform LTD,10.18044,Medinform LTD,False,20211223
10468,7473,Universidad de la Rioja,10.18172,Universidad de la Rioja,False,20211223
10470,7474,Association for Promotion and Development of Maritime Industries,10.18048,Association for Promotion and Development of Maritime Industries,False,20211223
10472,7475,Associacao Sergipana de Ciencia,10.14808,Associacao Sergipana de Ciencia,False,20211223
10474,7476,IUPUI University Library,10.18060,IUPUI University Library,True,20211223
10476,7477,IESUR/FAAr,10.14690,IESUR/FAAr,False,20211223
10478,7478,Council for Children with Behavioral Disorders,10.17988,Council for Children with Behavioral Disorders,False,20211223
10480,7479,Federacao Brasileira de Psicodrama,10.15329,Federacao Brasileira de Psicodrama,True,20211223
10482,7480,Universidade Federal de Pelotas,10.15210,Universidade Federal de Pelotas,False,20211223
10484,7481,International Society for Technology in Arthroplasty,10.18181,International Society for Technology in Arthroplasty,False,20211223
10486,7482,Iowa Academy of Science,10.17833,Iowa Academy of Science,False,20211223
10488,7483,Knowledge Enterprise Journals,10.31296,Knowledge Enterprise Journals - Copernicus,True,20211223
10489,7483,Knowledge Enterprise Journals,10.18103,Knowledge Enterprises Journals,False,20211223
10491,7483,Knowledge Enterprise Journals,10.32392,Knowledge Enterprise Journals,True,20211223
10492,7484,Turkish Journal of Forestry,10.18182,Turkish Journal of Forestry,False,20211223
10494,7485,Institute of Low Temperature Energy Technology,10.18198,Institute of Low Temperature Energy Technology,False,20211223
10496,7486,American Academy of Dental Sleep Medicine,10.15331,American Academy of Sleep Medicine,False,20211223
10498,7487,Turbomachinery Laboratory,10.18082,Turbomachinery Laboratory,False,20211223
10500,7488,Korea Distribution Association,10.17657,Korea Distribution Association,False,20211223
10502,7489,International Journal of Intelligent Systems and Applications in Engineering,10.18201,International Journal of Intelligent Systems and Applications in Engineering,False,20211223
10504,7490,Revista Scientia Agraria Paranaensis (SAP),10.18188,Revista Scientia Agraria Paranaensis (SAP),True,20211223
10506,7491,"Esmon Publicidad, SA",10.18176,"Esmon Publicidad, SA",False,20211223
10508,7492,Pakistan Journal of Statistics and Operation Research,10.18187,Pakistan Journal of Statistics and Operation Research (PJSOR),False,20211223
10510,7493,Cadernos Cenpec,10.18183,Cadernos Cenpec,False,20211223
10512,7494,Hong Kong Institute of Steel Construction,10.18057,Hong Kong Institute of Steel Construction,False,20211223
10514,7495,Surdurulebilir ve Engelsiz Bilim Egitimi,10.18197,Surdurulebilir ve Engelsiz Bilim Egitimi,False,20211223
10516,7496,Publishing House Science,10.18184,Publishing House Science,False,20211223
10518,7497,St. Petersburg State University,10.18199,St. Petersburg State University,False,20211223
10520,7498,International Society for Simulation Surgery,10.18204,International Society for Simulation Surgery ,False,20211223
10522,7499,Western Australian Museum,10.18195,Western Australian Museum,False,20211223
10524,7500,Estudos Geologicos,10.18190,Estudos Geologicos,False,20211223
10526,7501,Erzincan Universitesi Fen Bilimleri Ensitusu Dergisi,10.18185,Erzincan Universitesi Fen Bilimleri Ensitusu Dergisi,False,20211223
10528,7502,Journal of Gifted Education and Creativity,10.18200,Journal of Gifted Education and Creativity,False,20211223
10530,7503,Babasaheb Bhimrao Ambedkar University,10.18091,Babasaheb Bhimrao Ambedkar University,False,20211223
10532,7504,World Tourism Organization (UNWTO),10.18111,World Tourism Organization (UNWTO),False,20211223
10534,7505,Journal of Thermal Engineering,10.18186,Journal of Thermal Engineering,False,20211223
10536,7506,The Legal Studies Institute of Chosun University,10.18189,The Legal Studies Institute of Chosun University,False,20211223
10538,7507,North Carolina Institute of Medicine,10.18043,North Carolina Institute of Medicine,False,20211223
10540,7508,Universitas Muhammadiyah Yogyakarta,10.18196,Universitas Muhammadiyah Yogyakarta,False,20211223
10542,7509,SAHkartell,10.18193,SAHkartell,True,20211223
10543,7509,SAHkartell,10.35903,TEANGA,True,20211223
10544,7509,SAHkartell,10.22375,DBS Business Review,True,20211223
10546,7510,Fundacao Carlos Chagas,10.18222,Fundacao Carlos Chagas,False,20211223
10548,7511,Universidade Caixias do Sul,10.18226,Universidade Caixias do Sul,False,20211223
10550,7512,Revista Historia e Cultura,10.18223,Revista Historia e Cultura,False,20211223
10552,7513,Universidade Federal de Roraima,10.18227,Universidade Federal de Roraima,False,20211223
10554,7514,Pontificia Universidade Catolica de Goias -PUC Goias,10.18224,Pontifica Universidade Catolica de Goias -PUC Goias,True,20211223
10556,7515,IBICT,10.18225,IBICT,False,20211223
10558,7516,Izmir University Medical Journal,10.18228,Izmir University Medical Journal,False,20211223
10560,7517,Karadeniz Incelemeleri Dergisi,10.18220,Karadeniz Incelemeleri Dergisi,False,20211223
10562,7518,Mercy College School of Business,10.18059,Mercy College School of Business,False,20211223
10564,7519,The Korea Association of Yeolin Education,10.18230,The Korea Association of Yeolin Education,False,20211223
10566,7520,Afyon Kocatepe University,10.52637,Kocatepe Islami Ilimler Dergisi,True,20211223
10567,7520,Afyon Kocatepe University,10.18229,Kocatepe Medical Journal,True,20211223
10568,7520,Afyon Kocatepe University,10.53448,Afyon Kocatepe Universitesi Uluslararasi Muhendislik Teknolojileri ve Uygulamali Bilimler Dergisi (AKU-IJETAS),True,20211223
10570,7520,Afyon Kocatepe University,10.30831,Kuramsal Egitimbilim Dergisi,True,20211223
10571,7521,Association for Information Systems,10.17705,Association for Information Systems,False,20211223
10573,7522,Beykent Unversity Journal of Social Sciences,10.18221,Beykent University Journal of Social Sciences,False,20211223
10575,7523,Revista Mexicana de Ingenieria Biomedica,10.17488,Revista Mexicana de Ingenieria Biomedica,False,20211223
10577,7524,Wageningen University and Research,10.18174,Wageningen University and Research,False,20211223
10579,7525,Acta Pediatrica de Mexico,10.18233,Acta Pediatrica de Mexico,False,20211223
10581,7526,Felipe Herrera Library (Inter-American Development Bank),10.18235,Felipe Herrera Library (Inter-American Development Bank),False,20211223
10583,7527,International Journal of Philippine Science and Technology,10.18191,International Journal of Philippine Science and Technology,False,20211223
